SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,OCCU_YEAR,OCCU_MT,damagearea,DURATION_MIN,SLOPE,CLMT_RAIN,CLMT_MAXTEM,CLMT_MAXWSWD,CLMT_MAXWS,CLMT_MINTEM,CLMT_MINSP,CLMT_AVGTEM,CLMT_AVGHUMID,CLMT_AVGDEWTEM,CLMT_AVGGT,SIGUNGU_NM_고성군,SIGUNGU_NM_동해시,SIGUNGU_NM_삼척시,SIGUNGU_NM_속초시,SIGUNGU_NM_양구군,SIGUNGU_NM_양양군,SIGUNGU_NM_영월군,SIGUNGU_NM_원주시,SIGUNGU_NM_인제군,SIGUNGU_NM_정선군,SIGUNGU_NM_철원군,SIGUNGU_NM_춘천시,SIGUNGU_NM_태백시,SIGUNGU_NM_평창군,SIGUNGU_NM_홍천군,SIGUNGU_NM_화천군,SIGUNGU_NM_횡성군,WETHR_구름조금,WETHR_맑음,WETHR_비,WETHR_흐림,OCCU_DAY_목요일,OCCU_DAY_수요일,OCCU_DAY_월요일,OCCU_DAY_일요일,OCCU_DAY_토요일,OCCU_DAY_화요일,IGN_BHF_산아래,IGN_BHF_산정상,IGN_BHF_산중턱,IGN_BHF_평지,SPCNWS_CN_강풍주의보,SPCNWS_CN_건조경보,SPCNWS_CN_건조주의보,SPCNWS_CN_대설주의보,SPCNWS_CN_풍랑경보,SPCNWS_CN_풍랑주의보,SPCNWS_CN_한파경보,SPCNWS_CN_한파주의보,OBJT_ID
33,9,19,6,11,2016,5,0.1,138,27.07889938,3.0,26.3,340,15.7,9.9,1000.6,18.2,55.5,8.1,22.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2214
8,8,0,25,56,2016,5,0.05,146,0.0,1.2,28.2,140,8.9,15.7,1014.8,21.2,46.6,8.5,25.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2215
12,9,7,10,0,2016,5,0.08,65,6.091499805,0.2,11.3,360,13.0,4.2,1018.3,7.2,63.9,-0.3,10.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2217
15,10,0,15,0,2016,5,0.01,176,0.0,1.5,29.8,320,4.9,10.3,1015.5,20.0,48.1,6.7,23.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2219
52,8,13,10,12,2016,5,0.05,105,9.64620018,0.1,29.8,360,6.6,7.0,1015.5,17.5,40.4,1.4,25.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2220
48,5,0,17,24,2016,5,1.0,125,13.51580048,6.3,25.2,270,9.8,6.7,1002.0,17.3,59.8,8.3,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2227
19,19,6,8,14,2016,6,0.1,55,22.22439957,5.4,9.5,200,6.1,-1.0,1020.3,4.1,74.0,-0.5,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2235
23,10,26,4,0,2016,6,0.01,115,19.31030083,4.5,17.2,200,8.6,3.5,1015.6,10.1,53.1,5.08,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2237
25,10,0,15,20,2016,6,0.1,162,10.21940041,0.0,21.9,90,8.6,15.7,1011.9,18.0,83.0,14.9,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2246
10,10,4,4,20,2016,6,0.01,130,28.91049957,0.2,28.5,160,7.3,12.9,1009.9,19.7,61.6,11.3,28.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2248
30,24,3,8,45,2016,6,0.1,100,18.96229935,7.5,30.3,180,6.1,12.7,1008.3,21.6,57.5,11.7,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2249
32,14,25,7,0,2016,6,0.2,83,13.42150021,14.3,32.0,320,10.1,15.2,1007.9,23.2,50.3,10.9,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2250
16,10,0,15,0,2016,6,0.01,90,32.11259842,0.0,29.1,200,6.4,18.0,1003.1,23.6,70.4,17.2,25.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2256
10,10,0,8,18,2016,6,0.05,96,8.984900475,0.2,29.6,290,4.2,19.2,1003.1,24.4,56.6,14.6,27.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2260
36,9,0,8,10,2016,6,0.3,120,19.78790092,0.0,30.3,200,7.5,21.8,1007.9,25.5,51.4,14.4,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2264
24,24,12,17,0,2016,8,0.04,171,28.48550034,0.7,34.1,360,4.6,24.3,1003.4,28.6,62.6,20.3,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2271
30,30,10,12,0,2016,8,0.03,136,20.15539932,1.0,33.8,360,5.1,23.8,1003.8,28.1,59.1,18.8,31.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2273
25,18,0,12,10,2016,9,0.01,140,7.825500011,4.5,17.2,158,8.6,3.5,1015.6,10.1,53.1,-1.08,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2284
34,25,0,9,14,2016,11,0.01,37,12.63819981,4.5,17.2,232,8.6,3.5,1015.6,10.1,53.1,-1.92,12.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2287
10,7,0,13,8,2016,11,0.01,81,23.93090057,0.5,12.4,320,6.8,6.6,1016.2,9.3,62.9,2.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2289
4,4,0,12,18,2016,11,0.03,65,20.00180054,0.4,18.3,340,8.8,7.0,1018.3,11.5,49.9,-0.4,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2293
11,9,0,12,28,2017,1,0.05,98,17.77529907,0.2,1.5,230,9.5,-11.5,1021.8,-4.1,41.6,-16.0,-1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2310
12,10,0,25,30,2017,1,0.03,71,0.0,0.2,5.4,270,12.3,-3.0,1008.8,1.1,31.8,-15.0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2312
14,5,0,12,25,2017,1,0.04,71,0.95480001,0.1,-2.3,290,13.4,-8.9,1016.8,-5.6,27.8,-21.7,-3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2313
19,34,0,13,20,2017,1,0.02,36,16.05109978,1.7,10.0,320,8.3,-0.1,1031.9,4.5,38.6,-8.9,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2316
12,12,8,20,30,2017,2,0.03,59,30.82670021,0.4,3.5,320,7.7,-6.7,1031.0,-1.8,44.5,-12.9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2373
11,19,8,15,27,2017,2,0.01,30,30.82670021,0.9,14.2,200,17.3,5.4,1016.0,9.3,76.0,5.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2376
39,14,12,11,50,2017,2,0.2,59,6.721399784,4.5,17.2,236,8.6,3.5,1015.6,10.1,53.1,6.16,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2382
34,40,8,7,18,2017,3,0.01,155,25.37689972,0.5,9.7,290,5.7,-5.4,1017.5,1.5,63.8,-5.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2388
30,4,0,299,328,2017,3,75.0,2162,26.36009979,0.6,13.0,270,11.6,2.6,1006.2,7.4,31.4,-8.8,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2401
5,5,0,12,0,2017,3,0.01,45,10.55539989,18.2,7.0,140,5.1,3.5,1004.8,6.1,87.6,4.0,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2407
11,11,0,12,30,2017,3,0.2,1290,15.89700031,2.8,18.1,290,10.5,5.0,1015.3,12.3,42.1,-2.5,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2418
50,14,7,9,52,2017,3,0.3,302,30.4185009,8.4,14.5,140,6.2,-5.1,1019.8,3.8,44.9,-9.3,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2433
33,39,7,6,17,2017,3,0.05,152,23.06900024,0.1,17.7,270,8.1,-4.0,1019.0,6.6,38.6,-9.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2439
26,13,0,20,100,2017,3,0.3,115,12.26010036,0.0,13.5,230,7.5,0.5,1017.7,7.0,59.8,-0.7,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2449
23,12,6,10,0,2017,3,0.3,82,25.84930038,0.0,15.6,200,6.1,3.4,1013.5,8.7,52.1,-2.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2455
23,10,0,20,64,2017,3,0.3,149,21.13549995,0.6,12.0,360,9.4,-2.3,1015.4,4.0,59.8,-4.3,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2462
55,17,20,7,12,2017,3,0.1,105,16.7961998,0.7,12.5,290,9.9,-3.2,1015.3,3.3,56.6,-5.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2461
43,29,11,15,30,2017,3,0.5,189,25.48609924,0.4,14.0,20,11.9,1.9,1014.1,6.3,71.0,0.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2465
17,11,0,12,11,2017,3,0.05,88,22.66860008,7.3,12.8,230,4.2,-4.6,1020.4,3.7,51.8,-7.2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2468
13,15,0,8,3,2017,3,0.1,61,1.350200057,2.2,22.2,250,8.4,13.0,1009.0,16.5,64.5,9.3,19.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2486
23,10,0,10,0,2017,3,0.1,70,3.438899994,8.2,18.5,290,8.8,7.2,1019.6,12.5,34.9,-2.9,11.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2493
38,17,7,20,40,2017,3,0.3,115,23.02149963,7.1,11.9,110,7.0,-5.1,1022.3,2.9,53.3,-7.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2508
50,10,14,6,32,2017,3,1.5,240,28.82189941,3.2,19.0,50,6.4,-2.5,1022.3,7.7,46.3,-5.4,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2510
6,6,0,12,22,2017,3,0.2,50,25.51329994,1.3,4.9,320,10.2,-3.9,1013.0,0.4,61.1,-6.7,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2523
7,6,0,21,40,2017,3,0.05,106,21.26040077,0.1,19.0,320,5.2,-1.2,1022.6,8.2,47.1,-4.2,8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2531
3,3,0,18,30,2017,3,0.01,57,37.53490067,21.2,16.2,340,7.9,-3.3,1031.6,5.3,56.3,-5.0,8.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2541
43,9,0,6,24,2017,3,0.15,141,14.27359962,10.4,13.1,270,8.1,-5.2,1018.1,4.8,43.3,-9.1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2542
20,20,3,9,28,2017,3,0.5,108,26.88030052,2.5,15.5,110,9.1,0.0,1016.2,7.1,39.6,-7.8,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2546
11,11,4,14,23,2017,3,0.4,129,7.652999878,12.0,19.4,290,4.9,-1.1,1017.5,9.3,49.5,-3.6,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2574
20,8,0,14,47,2017,3,0.01,80,24.6916008,1.4,18.9,90,7.3,-0.9,1017.8,9.3,58.4,0.0,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2573
4,4,0,6,38,2017,4,0.1,95,10.3888998,7.8,20.7,290,7.8,0.0,1020.6,11.1,46.9,-2.3,11.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2599
48,23,0,8,15,2017,4,0.3,109,23.56719971,11.4,23.7,230,9.2,7.8,1006.8,16.2,58.0,6.8,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2603
13,12,2,20,22,2017,4,0.2,160,25.36319923,0.9,21.1,160,7.6,8.0,1007.0,14.9,21.1,-10.5,15.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2605
40,30,10,7,0,2017,4,0.01,150,10.3888998,1.2,21.7,360,8.7,3.5,1007.3,13.4,35.0,-6.4,16.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2611
18,9,0,21,6,2017,4,0.01,129,8.049500465,9.0,16.3,290,11.5,1.4,1010.1,9.6,21.9,-12.9,13.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2613
17,12,0,11,26,2017,4,0.35,168,32.05789948,0.0,19.3,180,9.1,1.0,1011.8,12.0,45.5,-1.3,14.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2621
11,4,0,10,15,2017,4,0.02,19,0.0,0.6,18.7,180,8.2,-4.6,1019.0,6.0,54.3,-4.7,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2625
10,6,0,12,0,2017,4,0.01,38,6.918200016,0.8,21.8,290,6.9,5.1,1016.1,12.9,47.6,0.3,13.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2635
6,6,0,11,3,2017,4,0.06,82,2.134299994,0.1,21.8,290,8.8,6.5,1013.7,14.5,38.3,-1.3,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2638
22,22,0,7,18,2017,4,0.2,69,18.45639992,5.0,23.3,270,9.1,4.4,1013.6,14.3,48.3,1.1,17.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2640
51,9,0,6,13,2017,4,0.12,118,16.7961998,7.3,21.5,140,8.4,3.2,1012.4,13.0,43.3,-1.9,15.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2641
8,4,0,11,0,2017,4,0.01,32,17.66230011,0.5,9.4,270,13.2,-3.4,1017.1,3.8,32.4,-12.3,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2643
13,5,0,50,100,2017,4,0.3,50,10.75959969,0.3,7.9,250,8.0,-4.3,1023.4,1.5,37.9,-12.3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2650
77,43,16,5,28,2017,4,0.1,360,34.41740036,0.0,17.6,270,19.2,2.6,997.0,9.5,46.3,-2.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2676
14,6,0,8,20,2017,4,0.1,113,8.478699684,0.1,27.1,250,13.2,9.5,998.7,19.2,41.5,3.2,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2679
13,12,0,6,0,2017,4,0.5,987,51.84899902,9.3,24.7,270,10.5,6.1,1003.8,15.8,50.0,2.7,18.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2689
8,8,17,10,0,2017,5,0.5,240,37.48270035,8.8,26.7,20,6.2,9.4,1011.9,17.0,33.0,-1.0,23.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2699
10,4,0,16,18,2017,5,0.05,75,16.72360039,0.4,19.3,180,8.1,9.3,1013.7,14.6,62.1,7.2,24.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2702
33,28,7,12,46,2017,5,0.05,110,13.32649994,7.6,26.9,180,5.4,11.6,1018.6,19.2,39.0,3.9,21.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2706
34,17,9,10,27,2017,5,0.3,306,18.96229935,19.7,18.8,160,7.7,9.4,1020.2,14.0,75.3,9.6,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2707
13,5,6,12,50,2017,5,0.05,32,14.15550041,0.5,11.2,270,9.3,-4.1,1014.9,2.0,69.5,-4.1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2708
8,8,5,8,20,2017,5,0.3,343,31.43479919,11.1,30.1,290,6.9,9.6,1016.6,20.0,40.1,2.8,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2712
40,16,6,8,15,2017,5,0.5,300,19.37080002,5.2,24.8,50,6.8,5.6,1015.6,15.6,51.3,4.3,22.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2717
13,13,15,8,22,2017,5,0.1,75,35.11360168,4.4,27.1,360,20.0,13.6,1007.2,21.0,43.4,7.2,25.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2728
28,26,0,10,20,2017,5,0.05,41,22.68479919,3.2,17.5,200,10.1,5.9,1017.5,13.2,57.1,4.6,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2729
10,10,7,8,0,2017,5,0.01,127,10.21940041,0.0,27.7,290,9.9,16.2,1008.7,21.3,49.0,9.3,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2732
38,11,0,60,55,2017,5,270.0,4298,28.82189941,0.0,18.2,250,16.1,9.2,1007.6,13.4,26.4,-6.6,21.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2734
1,8,0,7,18,2017,5,0.02,37,0.0,0.7,8.0,320,5.7,-4.3,1024.8,1.1,62.0,-5.6,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2739
29,21,2,9,25,2017,5,0.01,126,17.08309937,0.3,21.4,290,13.4,8.1,1011.4,14.9,26.8,-5.7,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2743
14,12,0,325,600,2017,5,57.0,3782,22.8621006,4.5,15.6,250,22.2,6.9,1007.6,11.0,30.3,-6.8,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2745
30,26,0,13,81,2017,5,0.01,178,18.43490028,1.6,24.3,250,12.0,7.0,1008.6,16.1,38.1,0.1,20.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2754
11,11,0,10,20,2017,5,0.05,250,15.89700031,1.0,24.5,270,6.4,5.7,1011.0,16.6,44.5,3.6,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2756
7,2,0,10,43,2017,5,0.03,85,10.04679966,11.8,17.3,50,8.4,12.8,1007.0,14.4,93.3,13.2,14.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2757
31,29,0,18,30,2017,5,0.06,63,28.08410072,31.0,18.7,180,8.5,13.4,994.0,16.3,97.0,15.7,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2761
57,16,2,5,22,2017,5,0.1,105,15.04240036,6.0,30.8,200,6.3,10.5,1010.1,20.9,46.0,7.3,25.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2763
29,22,14,6,15,2017,5,0.04,100,29.50690079,6.7,32.7,360,7.6,11.0,1009.5,21.6,41.0,6.2,28.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2764
45,9,0,2,0,2017,5,0.06,79,25.14240074,1.1,28.8,200,7.1,10.1,1012.0,19.4,51.3,8.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2765
37,20,5,20,20,2017,5,0.1,270,31.74469948,0.6,27.5,160,7.9,13.0,1010.3,20.0,50.1,8.0,26.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2770
