Target,MSE,R²
MBLZ_FFPWR_CNT,216.48354139076713,0.3932681679725647
LYCRG_FIREMAN_CNT,1039.929844751282,0.332969655593747
DURATION_MIN,63358.406778349985,0.28405290864824295
